"","year","month","day","gram","counts"
"676",2020,4,14,"coronavirus outbreak",4777
"677",2020,4,14,"stay home",4735
"678",2020,4,14,"via youtube",4733
"679",2020,4,14,"sosial untuk",4579
"680",2020,4,14,"coronavirus cases",4525
"681",2020,4,14,"amid coronavirus",3969
"682",2020,4,14,"rel nofollow",3939
"683",2020,4,14,"href rel",3939
"684",2020,4,14,"true href",3853
"685",2020,4,14,"coronavirus covid",3794
"686",2020,4,14,"death toll",3745
"687",2020,4,14,"19 cases",3735
"688",2020,4,14,"covid19 pandemic",3644
"689",2020,4,14,"world health",3577
"690",2020,4,14,"donald trump",3438
"691",2020,4,14,"fight coronavirus",3366
"692",2020,4,14,"last delivered",3345
"693",2020,4,14,"deliver copy",3345
"694",2020,4,14,"signing support",3344
"695",2020,4,14,"nofollow twitter",3341
"696",2020,4,14,"coronavirus response",3323
"697",2020,4,14,"support usps",3292
"698",2020,4,14,"fight covid19",3289
"699",2020,4,14,"19 crisis",3285
"700",2020,4,14,"usps deliver",3280
"701",2020,4,14,"copy officials",3279
"702",2020,4,14,"officials last",3279
"703",2020,4,14,"health organization",3197
"704",2020,4,14,"due coronavirus",3170
"705",2020,4,14,"untuk membantu",3120
"706",2020,4,14,"new cases",3052
"707",2020,4,14,"million people",2928
"708",2020,4,14,"membantu masyarakat",2884
"709",2020,4,14,"kurang mampu",2879
"710",2020,4,14,"mampu yang",2857
"711",2020,4,14,"masyarakat kurang",2855
"712",2020,4,14,"dalam melaksanakan",2838
"713",2020,4,14,"dan tni",2836
"714",2020,4,15,"covid 19",181560
"715",2020,4,15,"coronavirus pandemic",10956
"716",2020,4,15,"coronavirus covid19",9374
"717",2020,4,15,"covid19 coronavirus",9246
"718",2020,4,15,"19 pandemic",7459
"719",2020,4,15,"yang terdampak",6491
"720",2020,4,15,"new york",4975
"721",2020,4,15,"19 baksostnipolriutknegeri",4880
"722",2020,4,15,"coronavirus crisis",4748
"723",2020,4,15,"social distancing",4637
"724",2020,4,15,"via youtube",4599
"725",2020,4,15,"masyarakat yang",4524
"726",2020,4,15,"coronavirus cases",4423
"727",2020,4,15,"coronavirus outbreak",4419
"728",2020,4,15,"coronavirus lockdown",4365
"729",2020,4,15,"world health",4342
"730",2020,4,15,"covid19 pandemic",4342
"731",2020,4,15,"terdampak covid",4301
"732",2020,4,15,"donald trump",3906
"733",2020,4,15,"href rel",3821
"734",2020,4,15,"rel nofollow",3821
"735",2020,4,15,"stay home",3768
"736",2020,4,15,"true href",3748
"737",2020,4,15,"tni polri",3729
"738",2020,4,15,"amid coronavirus",3715
"739",2020,4,15,"bakti sosial",3686
"740",2020,4,15,"19 crisis",3613
"741",2020,4,15,"new cases",3424
"742",2020,4,15,"sosial untuk",3401
"743",2020,4,15,"death toll",3351
"744",2020,4,15,"coronavirus covid",3338
"745",2020,4,15,"due coronavirus",3280
"746",2020,4,15,"19 cases",3275
"747",2020,4,15,"nofollow twitter",3252
"748",2020,4,15,"19 dapurumumtnipolri",3153
"749",2020,4,15,"health organization",2998
"750",2020,4,15,"dapur umum",2609
"751",2020,4,15,"president trump",2592
"752",2020,4,15,"coronavirus via",2582
"753",2020,4,15,"due covid",2557
"754",2020,4,15,"bbc news",2500
"755",2020,4,15,"coronavirus response",2492
"756",2020,4,15,"tested positive",2414
"757",2020,4,15,"untuk masyarakat",2365
"758",2020,4,15,"last delivered",2332
"759",2020,4,15,"deliver copy",2332
"760",2020,4,15,"signing support",2331
"761",2020,4,15,"public health",2322
"762",2020,4,15,"news coronavirus",2318
"763",2020,4,15,"support usps",2314
"764",2020,4,15,"bill gates",2304
"765",2020,4,16,"covid 19",198348
"766",2020,4,16,"coronavirus pandemic",10622
"767",2020,4,16,"coronavirus covid19",9418
"768",2020,4,16,"covid19 coronavirus",9212
"769",2020,4,16,"19 pandemic",7555
"770",2020,4,16,"jenazah covid",5326
"771",2020,4,16,"coronavirus outbreak",5094
"772",2020,4,16,"new york",4954
"773",2020,4,16,"covid19 pandemic",4844
"774",2020,4,16,"coronavirus crisis",4801
"775",2020,4,16,"rel nofollow",4744
"776",2020,4,16,"href rel",4744
"777",2020,4,16,"true href",4672
"778",2020,4,16,"social distancing",4547
"779",2020,4,16,"coronavirus lockdown",4529
"780",2020,4,16,"via youtube",4453
"781",2020,4,16,"coronavirus cases",4340
"782",2020,4,16,"nofollow twitter",4055
"783",2020,4,16,"stay home",4037
"784",2020,4,16,"coronavirus covid",3788
"785",2020,4,16,"19 crisis",3775
"786",2020,4,16,"19 cases",3716
"787",2020,4,16,"new cases",3570
"788",2020,4,16,"amid coronavirus",3570
"789",2020,4,16,"pasien covid",3496
"790",2020,4,16,"jenazah pasien",3349
"791",2020,4,16,"due coronavirus",3157
"792",2020,4,16,"bbc news",3137
"793",2020,4,16,"death toll",3072
"794",2020,4,16,"donald trump",3052
"795",2020,4,16,"19 ayoikutiaturan",2979
"796",2020,4,16,"tested positive",2866
"797",2020,4,16,"news coronavirus",2791
"798",2020,4,16,"covid_19 coronavirus",2777
"799",2020,4,16,"due covid",2633
"800",2020,4,16,"covid19 covid_19",2620
"801",2020,4,16,"coronavirus via",2614
"802",2020,4,16,"19 patients",2581
"803",2020,4,16,"coronavirus covid_19",2576
"804",2020,4,16,"di rumah",2429
"805",2020,4,16,"coronavirus deaths",2407
"806",2020,4,16,"world health",2403
"807",2020,4,16,"fight coronavirus",2389
"808",2020,4,16,"task force",2375
"809",2020,4,16,"public health",2323
"810",2020,4,16,"twitter web",2309
"811",2020,4,16,"new coronavirus",2256
"812",2020,4,16,"19 di",2219
"813",2020,4,16,"rumah sakit",2204
"814",2020,4,16,"president trump",2186
"815",2020,4,16,"pandemia coronavirus",2184
"816",2020,4,17,"covid 19",176204
"817",2020,4,17,"coronavirus pandemic",9716
"818",2020,4,17,"coronavirus covid19",8920
"819",2020,4,17,"covid19 coronavirus",7933
"820",2020,4,17,"19 pandemic",6664
"821",2020,4,17,"death toll",6417
"822",2020,4,17,"coronavirus crisis",4486
"823",2020,4,17,"coronavirus outbreak",4457
"824",2020,4,17,"social distancing",4419
"825",2020,4,17,"coronavirus cases",4407
"826",2020,4,17,"via youtube",4367
"827",2020,4,17,"new york",4114
"828",2020,4,17,"stay home",3842
"829",2020,4,17,"19 cases",3759
"830",2020,4,17,"covid_19 coronavirus",3563
"831",2020,4,17,"rel nofollow",3558
"832",2020,4,17,"href rel",3558
"833",2020,4,17,"covid19 pandemic",3516
"834",2020,4,17,"true href",3475
"835",2020,4,17,"amid coronavirus",3387
"836",2020,4,17,"coronavirus lockdown",3379
"837",2020,4,17,"coronavirus covid",3330
"838",2020,4,17,"19 crisis",3213
"839",2020,4,17,"new cases",3099
"840",2020,4,17,"due coronavirus",3095
"841",2020,4,17,"nofollow twitter",3038
"842",2020,4,17,"coronavirus death",2902
"843",2020,4,17,"coronavirus deaths",2714
"844",2020,4,17,"coronavirus covid_19",2674
"845",2020,4,17,"19 patients",2620
"846",2020,4,17,"bbc news",2579
"847",2020,4,17,"donald trump",2470
"848",2020,4,17,"due covid",2462
"849",2020,4,17,"dr phil",2375
"850",2020,4,17,"news coronavirus",2289
"851",2020,4,17,"coronavirus via",2269
"852",2020,4,17,"tested positive",2172
"853",2020,4,17,"new coronavirus",2163
"854",2020,4,17,"fox news",2153
"855",2020,4,17,"covid_19 covid19",2152
"856",2020,4,17,"task force",2117
"857",2020,4,17,"du coronavirus",2008
"858",2020,4,17,"jenazah covid",1987
"859",2020,4,17,"health care",1973
"860",2020,4,17,"twitter web",1938
"861",2020,4,17,"fight coronavirus",1929
"862",2020,4,17,"19 ayoikutiaturan",1924
"863",2020,4,17,"coronavirus patients",1910
"864",2020,4,17,"confirmed cases",1897
"865",2020,4,17,"stay safe",1882
"866",2020,4,17,"19 deaths",1871
"867",2020,4,18,"covid 19",157083
"868",2020,4,18,"coronavirus pandemic",8529
"869",2020,4,18,"coronavirus covid19",7032
"870",2020,4,18,"covid19 coronavirus",5836
"871",2020,4,18,"coronavirus cases",5389
"872",2020,4,18,"19 pandemic",5124
"873",2020,4,18,"via youtube",4882
"874",2020,4,18,"death toll",4640
"875",2020,4,18,"new york",4305
"876",2020,4,18,"social distancing",4259
"877",2020,4,18,"one world",4251
"878",2020,4,18,"19 cases",4180
"879",2020,4,18,"stay home",4115
"880",2020,4,18,"coronavirus lockdown",3904
"881",2020,4,18,"coronavirus covid",3844
"882",2020,4,18,"coronavirus crisis",3726
"883",2020,4,18,"abba kyari",3717
"884",2020,4,18,"new cases",3462
"885",2020,4,18,"coronavirus outbreak",3261
"886",2020,4,18,"world together",3199
"887",2020,4,18,"together home",3193
"888",2020,4,18,"coronavirus deaths",3018
"889",2020,4,18,"donald trump",3009
"890",2020,4,18,"amid coronavirus",2929
"891",2020,4,18,"covid_19 coronavirus",2699
"892",2020,4,18,"covid19 pandemic",2671
"893",2020,4,18,"rel nofollow",2666
"894",2020,4,18,"href rel",2666
"895",2020,4,18,"19 crisis",2661
"896",2020,4,18,"true href",2619
"897",2020,4,18,"fight coronavirus",2563
"898",2020,4,18,"new coronavirus",2508
"899",2020,4,18,"bbc news",2428
"900",2020,4,18,"coronavirus covid_19",2371
"901",2020,4,18,"nofollow twitter",2302
"902",2020,4,18,"tested positive",2256
"903",2020,4,18,"due coronavirus",2236
"904",2020,4,18,"coronavirus via",2151
"905",2020,4,18,"news coronavirus",2050
"906",2020,4,18,"due covid",2046
"907",2020,4,18,"19 deaths",2038
"908",2020,4,18,"confirmed cases",1989
"909",2020,4,18,"coronavirus death",1976
"910",2020,4,18,"19 patients",1924
"911",2020,4,18,"home special",1908
"912",2020,4,18,"gon na",1898
"913",2020,4,18,"at home",1872
"914",2020,4,18,"president trump",1828
"915",2020,4,18,"fight covid",1821
"916",2020,4,18,"stay safe",1805
"917",2020,4,18,"task force",1799
"918",2020,4,19,"covid 19",170601
"919",2020,4,19,"tanggung jawab",10100
"920",2020,4,19,"coronavirus covid19",8846
"921",2020,4,19,"coronavirus pandemic",8677
"922",2020,4,19,"covid19 coronavirus",8149
"923",2020,4,19,"coronavirus cases",5325
"924",2020,4,19,"bukan hanya",4980
"925",2020,4,19,"19 bukan",4977
"926",2020,4,19,"via youtube",4948
"927",2020,4,19,"hanya tanggung",4947
"928",2020,4,19,"jawab pemerintah",4946
"929",2020,4,19,"19 pandemic",4945
"930",2020,4,19,"memerangi covid",4936
"931",2020,4,19,"akan tetapi",4929
"932",2020,4,19,"pemerintah akan",4928
"933",2020,4,19,"tetapi tanggung",4926
"934",2020,4,19,"jawab bersama",4908
"935",2020,4,19,"new york",4898
"936",2020,4,19,"bersama bersatucekalcovid19",4871
"937",2020,4,19,"coronavirus lockdown",4451
"938",2020,4,19,"social distancing",4410
"939",2020,4,19,"new cases",4283
"940",2020,4,19,"19 cases",4273
"941",2020,4,19,"stay home",4196
"942",2020,4,19,"death toll",3973
"943",2020,4,19,"coronavirus outbreak",3875
"944",2020,4,19,"coronavirus crisis",3874
"945",2020,4,19,"coronavirus covid",3790
"946",2020,4,19,"rel nofollow",3081
"947",2020,4,19,"href rel",3081
"948",2020,4,19,"true href",3011
"949",2020,4,19,"19 bersatucekalcovid19",2889
"950",2020,4,19,"40 000",2841
"951",2020,4,19,"boris johnson",2732
"952",2020,4,19,"donald trump",2720
"953",2020,4,19,"amid coronavirus",2718
"954",2020,4,19,"nofollow twitter",2640
"955",2020,4,19,"coronavirus deaths",2580
"956",2020,4,19,"covid19 pandemic",2559
"957",2020,4,19,"coronavirus via",2434
"958",2020,4,19,"sunday times",2412
"959",2020,4,19,"due coronavirus",2403
"960",2020,4,19,"confirmed cases",2327
"961",2020,4,19,"penyebaran covid",2297
"962",2020,4,19,"coronavirus testing",2286
"963",2020,4,19,"new coronavirus",2262
"964",2020,4,19,"coronavirus response",2171
"965",2020,4,19,"world health",2162
"966",2020,4,19,"president trump",2146
"967",2020,4,19,"fight coronavirus",2141
"968",2020,4,19,"task force",2141
"969",2020,4,20,"covid 19",187335
"970",2020,4,20,"coronavirus pandemic",10979
"971",2020,4,20,"coronavirus covid19",9538
"972",2020,4,20,"19 pandemic",8627
"973",2020,4,20,"covid19 coronavirus",8415
"974",2020,4,20,"coronavirus cases",5335
"975",2020,4,20,"coronavirus lockdown",5283
"976",2020,4,20,"coronavirus crisis",4907
"977",2020,4,20,"19 cases",4796
"978",2020,4,20,"stay home",4745
"979",2020,4,20,"via youtube",4421
"980",2020,4,20,"new york",4403
"981",2020,4,20,"new cases",4392
"982",2020,4,20,"social distancing",4364
"983",2020,4,20,"coronavirus outbreak",4215
"984",2020,4,20,"coronavirus covid",3885
"985",2020,4,20,"19 crisis",3787
"986",2020,4,20,"rel nofollow",3784
"987",2020,4,20,"href rel",3784
"988",2020,4,20,"true href",3722
"989",2020,4,20,"covid19 pandemic",3542
"990",2020,4,20,"amid coronavirus",3347
"991",2020,4,20,"nofollow twitter",3175
"992",2020,4,20,"due coronavirus",3126
"993",2020,4,20,"death toll",3081
"994",2020,4,20,"covidー19 coronavirus",3004
"995",2020,4,20,"fight covid",2851
"996",2020,4,20,"due covid",2824
"997",2020,4,20,"donald trump",2485
"998",2020,4,20,"gt gt",2441
"999",2020,4,20,"bbc news",2405
"1000",2020,4,20,"new coronavirus",2381
"1001",2020,4,20,"united states",2300
"1002",2020,4,20,"confirmed cases",2299
"1003",2020,4,20,"president trump",2270
"1004",2020,4,20,"twitter web",2219
"1005",2020,4,20,"tamil nadu",2216
"1006",2020,4,20,"white house",2214
"1007",2020,4,20,"coronavirus via",2205
"1008",2020,4,20,"task force",2202
"1009",2020,4,20,"coronavirus testing",2178
"1010",2020,4,20,"news coronavirus",2149
"1011",2020,4,20,"40 000",2090
"1012",2020,4,20,"april 20",2074
"1013",2020,4,20,"covid19 lockdown",2068
"1014",2020,4,20,"coronavirus deaths",2056
"1015",2020,4,20,"public health",2035
"1016",2020,4,20,"stay safe",2035
"1017",2020,4,20,"coronavirus covidー19",2025
"1018",2020,4,20,"tested positive",2024
"1019",2020,4,20,"19 outbreak",2011
"1020",2020,4,21,"covid 19",210378
"1021",2020,4,21,"terdampak covid",15513
"1022",2020,4,21,"19 baksospolripeduli",15045
"1023",2020,4,21,"masyarakat yang",14341
"1024",2020,4,21,"yang terdampak",14332
"1025",2020,4,21,"sosial untuk",14117
"1026",2020,4,21,"beban masyarakat",14092
"1027",2020,4,21,"ringankan beban",14060
"1028",2020,4,21,"untuk ringankan",14004
"1029",2020,4,21,"bakti sosial",13900
"1030",2020,4,21,"gelar bakti",13474
"1031",2020,4,21,"polri gelar",12878
"1032",2020,4,21,"coronavirus pandemic",12128
"1033",2020,4,21,"coronavirus covid19",10264
"1034",2020,4,21,"covid19 coronavirus",9182
"1035",2020,4,21,"19 pandemic",7620
"1036",2020,4,21,"coronavirus crisis",5860
"1037",2020,4,21,"coronavirus cases",5576
"1038",2020,4,21,"new york",4603
"1039",2020,4,21,"amid coronavirus",4591
"1040",2020,4,21,"via youtube",4588
"1041",2020,4,21,"coronavirus lockdown",4326
"1042",2020,4,21,"coronavirus outbreak",4323
"1043",2020,4,21,"19 cases",4295
"1044",2020,4,21,"href rel",4017
"1045",2020,4,21,"rel nofollow",4017
"1046",2020,4,21,"new cases",3987
"1047",2020,4,21,"due coronavirus",3968
"1048",2020,4,21,"stay home",3966
"1049",2020,4,21,"true href",3949
"1050",2020,4,21,"coronavirus covid",3834
"1051",2020,4,21,"pandemi covid",3822
"1052",2020,4,21,"social distancing",3802
"1053",2020,4,21,"19 crisis",3736
"1054",2020,4,21,"covid19 pandemic",3712
"1055",2020,4,21,"covidー19 coronavirus",3557
"1056",2020,4,21,"nofollow twitter",3328
"1057",2020,4,21,"due covid",3119
"1058",2020,4,21,"death toll",3109
"1059",2020,4,21,"white house",3008
"1060",2020,4,21,"suspend immigration",2811
"1061",2020,4,21,"donald trump",2775
"1062",2020,4,21,"coronavirus covidー19",2736
"1063",2020,4,21,"trump says",2713
"1064",2020,4,21,"new coronavirus",2596
"1065",2020,4,21,"coronavirus deaths",2566
"1066",2020,4,21,"at home",2558
"1067",2020,4,21,"gt gt",2541
"1068",2020,4,21,"coronavirus via",2501
"1069",2020,4,21,"bbc news",2460
"1070",2020,4,21,"news coronavirus",2458
"1071",2020,4,22,"covid 19",239677
"1072",2020,4,22,"memerangi covid",18025
"1073",2020,4,22,"19 polmascegahcovid19",15876
"1074",2020,4,22,"coronavirus pandemic",12189
"1075",2020,4,22,"coronavirus covid19",9515
"1076",2020,4,22,"covid19 coronavirus",8918
"1077",2020,4,22,"pandemi covid",8759
"1078",2020,4,22,"19 pandemic",8316
"1079",2020,4,22,"menangkal covid",7984
"1080",2020,4,22,"dalam menangkal",7947
"1081",2020,4,22,"bentuk partisipasi",7702
"1082",2020,4,22,"partisipasi dalam",7688
"1083",2020,4,22,"adalah bentuk",7678
"1084",2020,4,22,"masyarakat adalah",7571
"1085",2020,4,22,"kedisiplinan masyarakat",7478
"1086",2020,4,22,"19 dan",7232
"1087",2020,4,22,"diperlukan untuk",6783
"1088",2020,4,22,"untuk memerangi",6776
"1089",2020,4,22,"dan kedisiplinan",6771
"1090",2020,4,22,"sangat diperlukan",6765
"1091",2020,4,22,"dan itu",6763
"1092",2020,4,22,"itu harus",6760
"1093",2020,4,22,"kedisiplinan sangat",6758
"1094",2020,4,22,"harus tertanam",6753
"1095",2020,4,22,"tertanam kuat",6752
"1096",2020,4,22,"dalam diri",6751
"1097",2020,4,22,"kuat dalam",6751
"1098",2020,4,22,"diri setiap",6748
"1099",2020,4,22,"bumi pertiwi",6741
"1100",2020,4,22,"setiap insan",6741
"1101",2020,4,22,"insan bumi",6739
"1102",2020,4,22,"new york",6683
"1103",2020,4,22,"persatuan dan",6557
"1104",2020,4,22,"pertiwi polmascegahcovid19",6525
"1105",2020,4,22,"tni polri",6169
"1106",2020,4,22,"himbauan pemerintah",6106
"1107",2020,4,22,"salah satu",6057
"1108",2020,4,22,"adalah salah",5934
"1109",2020,4,22,"satu cara",5924
"1110",2020,4,22,"pemerintah adalah",5923
"1111",2020,4,22,"membantu memerangi",5912
"1112",2020,4,22,"dalam membantu",5908
"1113",2020,4,22,"turut andil",5906
"1114",2020,4,22,"masyarakat turut",5896
"1115",2020,4,22,"cara masyarakat",5895
"1116",2020,4,22,"andil dalam",5892
"1117",2020,4,22,"mematuhi himbauan",5571
"1118",2020,4,22,"kebijakan pemerintah",5493
"1119",2020,4,22,"pemerintah polmascegahcovid19",5395
"1120",2020,4,22,"dan kebijakan",5247
"1121",2020,4,22,"peraturan dan",5224
"1122",2020,4,23,"covid 19",197798
"1123",2020,4,23,"coronavirus pandemic",10767
"1124",2020,4,23,"coronavirus covid19",9374
"1125",2020,4,23,"covid19 coronavirus",8612
"1126",2020,4,23,"19 pandemic",8049
"1127",2020,4,23,"new york",7144
"1128",2020,4,23,"coronavirus crisis",4793
"1129",2020,4,23,"coronavirus cases",4482
"1130",2020,4,23,"via youtube",4394
"1131",2020,4,23,"social distancing",4358
"1132",2020,4,23,"href rel",4204
"1133",2020,4,23,"rel nofollow",4204
"1134",2020,4,23,"19 cases",4197
"1135",2020,4,23,"coronavirus lockdown",4131
"1136",2020,4,23,"true href",4131
"1137",2020,4,23,"covid19 pandemic",3941
"1138",2020,4,23,"stay home",3879
"1139",2020,4,23,"19 crisis",3871
"1140",2020,4,23,"coronavirus outbreak",3728
"1141",2020,4,23,"coronavirus covid",3647
"1142",2020,4,23,"amid coronavirus",3624
"1143",2020,4,23,"new cases",3524
"1144",2020,4,23,"nofollow twitter",3514
"1145",2020,4,23,"19 patients",3428
"1146",2020,4,23,"due coronavirus",3044
"1147",2020,4,23,"coronavirus patients",3035
"1148",2020,4,23,"coronavirus via",3024
"1149",2020,4,23,"donald trump",2912
"1150",2020,4,23,"pandemi covid",2850
"1151",2020,4,23,"task force",2800
"1152",2020,4,23,"due covid",2773
"1153",2020,4,23,"fight coronavirus",2648
"1154",2020,4,23,"tested positive",2542
"1155",2020,4,23,"bbc news",2483
"1156",2020,4,23,"twitter web",2481
"1157",2020,4,23,"coronavirus vaccine",2443
"1158",2020,4,23,"news coronavirus",2425
"1159",2020,4,23,"president trump",2423
"1160",2020,4,23,"positive coronavirus",2385
"1161",2020,4,23,"death toll",2380
"1162",2020,4,23,"united states",2375
"1163",2020,4,23,"new coronavirus",2324
"1164",2020,4,23,"test positive",2241
"1165",2020,4,23,"coronavirus response",2213
"1166",2020,4,23,"web app",2148
"1167",2020,4,23,"public health",2136
"1168",2020,4,23,"coronavirus deaths",2101
"1169",2020,4,23,"white house",2099
"1170",2020,4,23,"confirmed cases",2085
"1171",2020,4,23,"gon na",2075
"1172",2020,4,23,"23 04",2048
"1173",2020,4,24,"covid 19",179966
"1174",2020,4,24,"coronavirus pandemic",9836
"1175",2020,4,24,"coronavirus covid19",8038
"1176",2020,4,24,"covid19 coronavirus",6947
"1177",2020,4,24,"19 pandemic",6759
"1178",2020,4,24,"injecting disinfectant",6353
"1179",2020,4,24,"donald trump",6119
"1180",2020,4,24,"50 000",5154
"1181",2020,4,24,"new york",4985
"1182",2020,4,24,"via youtube",4319
"1183",2020,4,24,"death toll",4011
"1184",2020,4,24,"coronavirus crisis",3807
"1185",2020,4,24,"coronavirus cases",3800
"1186",2020,4,24,"19 cases",3761
"1187",2020,4,24,"cure coronavirus",3743
"1188",2020,4,24,"trump suggests",3646
"1189",2020,4,24,"president trump",3627
"1190",2020,4,24,"rel nofollow",3583
"1191",2020,4,24,"href rel",3583
"1192",2020,4,24,"coronavirus lockdown",3577
"1193",2020,4,24,"true href",3511
"1194",2020,4,24,"coronavirus outbreak",3460
"1195",2020,4,24,"kill coronavirus",3441
"1196",2020,4,24,"coronavirus covid",3431
